Timesteps,Accuracy
0,50.0
1,50.0
2,57.88643533123028
3,50.0
4,57.88643533123028
5,61.82965299684543
6,58.2018927444795
7,59.148264984227126
8,62.30283911671924
9,62.30283911671924
10,64.98422712933754
11,66.7192429022082
12,67.19242902208202
13,70.18927444794953
14,70.82018927444796
15,75.70977917981072
16,77.28706624605678
17,82.49211356466877
18,84.38485804416403
19,85.17350157728707
20,85.8044164037855
21,87.69716088328076
22,88.95899053627761
23,90.37854889589906
24,92.90220820189275
